,name,main_speaker,views,comments,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jawdrop,Ok,Obnoxious,Inspiring
1540,Isabel Allende: Tales of passion,Isabel Allende,3741423,465,3528,1302,1696,82,1148,28,292,916,58,447,426,63,899,140
1541,Yossi Vardi: We're worried about local warming ... in your lap,Yossi Vardi,933311,71,1452,114,84,74,16,120,40,34,34,18,143,94,39,44
1542,Deborah Gordon: The emergent genius of ant colonies,Deborah Gordon,928270,95,884,868,120,16,154,65,61,41,19,42,74,114,10,4
1543,J.J. Abrams: The mystery box,J.J. Abrams,3519656,227,1512,1454,453,150,907,406,84,177,92,140,185,252,80,84
1544,David Gallo: Underwater astonishments,David Gallo,13926113,554,8328,8448,5201,3875,815,1647,236,543,95,322,216,80,126,79
1545,Paola Antonelli: Treat design as art,Paola Antonelli,585052,40,41,138,83,27,68,111,12,43,20,59,82,29,9,7
1546,"Frank Gehry: A master architect asks, Now what?",Frank Gehry,959382,39,139,90,68,127,100,8,14,161,30,23,45,36,49,12
1547,"Raul Midon: ""Tembererana""",Raul Midon,403089,41,29,134,240,71,62,3,30,26,3,6,0,0,0,0
1548,"Bill Strickland: Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,611092,95,153,280,670,11,46,108,158,18,122,63,22,19,42,10
1549,Bernie Dunlap: The life-long learner,Bernie Dunlap,1854024,205,633,1716,696,236,212,221,92,160,97,74,167,42,30,14
1550,David Pogue: The music wars,David Pogue,594523,51,604,62,236,166,76,18,46,18,91,24,35,23,24,16
1551,Alison Jackson: An unusual glimpse at celebrity,Alison Jackson,670863,34,59,128,66,27,58,52,59,65,49,21,13,26,15,9
1552,Chris Anderson: TED's nonprofit transition,Chris Anderson,324266,117,134,109,267,44,37,105,45,61,23,11,11,18,20,10
1553,Robin Chase: The idea behind Zipcar (and what comes next),Robin Chase,434005,78,157,88,162,76,61,123,42,40,57,28,136,114,7,6
1554,Jaime Lerner: A song of the city,Jaime Lerner,596961,63,186,438,85,123,189,167,17,24,53,140,82,9,39,4
1555,David Macaulay: An illustrated journey through Rome,David Macaulay,700273,30,96,124,92,210,109,120,44,102,71,27,46,16,13,11
1556,Michael Pollan: A plant's-eye view,Michael Pollan,1359400,165,121,353,635,537,332,570,52,70,67,22,46,133,50,17
1557,Howard Rheingold: The new power of collaboration,Howard Rheingold,931001,60,363,244,93,32,102,46,308,73,33,182,30,30,45,10
1558,Pamelia Kurstin: The untouchable music of the theremin,Pamelia Kurstin,1687185,105,129,667,529,58,142,177,267,34,77,22,20,11,9,6
1559,George Dyson: The story of Project Orion,George Dyson,785872,53,79,206,36,196,202,8,21,19,63,5,24,50,7,14
1560,Moshe Safdie: Building uniqueness,Moshe Safdie,545664,29,49,75,117,187,177,33,12,10,20,16,73,33,29,0
1561,Jill Sobule + Julia Sweeney: The Jill and Julia Show,Jill Sobule + Julia Sweeney,487972,46,34,433,80,49,41,159,31,67,7,12,24,17,14,38
1562,Raspyni Brothers: Juggle and jest,Raspyni Brothers,807628,84,402,1637,59,267,116,15,57,126,72,14,52,56,9,6
1563,Joseph Lekuton: A parable for Kenya,Joseph Lekuton,200726,43,183,108,33,37,43,36,8,10,45,12,1,4,0,0
1564,Steve Jurvetson: Model rocketry,Steve Jurvetson,412154,26,67,80,66,191,89,37,18,25,154,70,13,9,2,2
1565,Roy Gould + Curtis Wong: A preview of the WorldWide Telescope,Roy Gould + Curtis Wong,1034064,70,170,112,330,357,306,209,26,35,71,14,72,23,40,6
1566,Alan Kay: A powerful idea about ideas,Alan Kay,777609,61,238,231,175,130,117,45,30,93,117,17,45,63,30,20
1567,Craig Venter: On the verge of creating synthetic life,Craig Venter,1004893,137,680,402,583,239,292,73,71,33,34,33,30,9,14,14
1568,"Nicholas Negroponte: 5 predictions, from 1984",Nicholas Negroponte,974087,64,77,24,19,177,51,86,131,101,26,30,14,4,12,7
1569,Jill Bolte Taylor: My stroke of insight,Jill Bolte Taylor,21190883,2877,14447,16918,10464,9437,7842,966,5430,356,289,1704,1228,550,636,398
1570,Frank Gehry: My days as a young rebel,Frank Gehry,620806,9,76,19,32,31,40,41,16,10,7,9,10,9,35,11
1571,Dave Eggers: My wish: Once Upon a School,Dave Eggers,1357888,231,452,1398,480,301,223,209,24,215,241,133,28,8,11,8
1572,Karen Armstrong: My wish: The Charter for Compassion,Karen Armstrong,1277619,456,528,86,340,240,458,1111,318,123,97,37,91,50,15,26
1573,Neil Turok: My wish: Find the next Einstein in Africa,Neil Turok,473165,69,396,17,106,142,70,92,113,65,3,15,54,7,3,0
1574,Norman Foster: My green agenda for architecture,Norman Foster,763815,67,193,181,122,119,96,37,22,58,30,11,61,16,25,19
1575,Christopher deCharms: A look inside the brain in real time,Christopher deCharms,1485761,156,85,15,455,679,96,388,251,223,126,49,49,29,30,10
1576,Clifford Stoll: The call to learn,Clifford Stoll,2283491,251,126,119,195,645,432,1243,86,177,773,278,362,228,92,65
1577,Siegfried Woldhek: The search for the true face of Leonardo,Siegfried Woldhek,1224127,82,324,524,197,307,74,282,28,81,7,110,35,65,10,1
1578,David Hoffman: Sputnik mania,David Hoffman,311741,39,77,124,32,10,41,5,10,7,44,6,5,8,8,0
1579,Jakob Trollback: A new kind of music video,Jakob Trollback,480377,68,132,170,44,17,59,15,24,53,224,42,111,70,8,1
1580,Stephen Hawking: Questioning the universe,Stephen Hawking,8655723,551,1070,305,775,716,304,199,254,69,47,48,209,86,41,141
1581,Al Gore: New thinking on the climate crisis,Al Gore,1751426,664,1055,1175,534,58,340,1435,137,653,68,87,210,288,120,74
1582,Johnny Lee: Free or cheap Wii Remote hacks,Johnny Lee,5483940,258,843,1684,1338,3249,159,2368,132,89,159,80,8,14,9,15
1583,Tod Machover + Dan Ellsey: Inventing instruments that unlock new music,Tod Machover + Dan Ellsey,497153,87,168,240,204,87,38,52,109,142,37,16,20,16,31,1
1584,Yochai Benkler: The new open-source economics,Yochai Benkler,753974,92,285,555,268,258,29,24,93,35,105,69,27,40,3,7
1585,Ernest Madu: World-class health care,Ernest Madu,371754,51,123,177,56,105,112,53,20,14,23,4,10,1,0,0
1586,Amy Tan: Where does creativity hide?,Amy Tan,2477746,145,416,157,560,752,304,148,444,298,204,273,106,172,43,59
1587,Brian Greene: Making sense of string theory,Brian Greene,4119616,534,2050,58,2551,753,440,582,747,349,96,79,116,88,41,27
1588,Brian Cox: CERN's supercollider,Brian Cox,3074172,292,169,1276,237,838,1633,34,93,448,21,47,239,449,16,29
1589,They Might Be Giants: Wake up! It's They Might Be Giants!,They Might Be Giants,362609,39,64,59,35,32,143,16,81,19,13,31,23,21,3,0
1590,Hector Ruiz: The thinking behind 50x15,Hector Ruiz,315244,32,49,37,19,8,91,202,36,93,78,66,9,23,10,2
1591,Paul Stamets: 6 ways mushrooms can save the world,Paul Stamets,4060628,356,1921,181,1479,1093,1247,1084,87,167,610,60,54,25,51,18
1592,Paul Ewald: Can we domesticate germs?,Paul Ewald,442623,69,172,252,131,141,43,22,8,9,66,19,30,18,28,6
1593,Michael Moschen: Juggling as art ... and science,Michael Moschen,944836,82,267,117,214,488,32,88,367,453,80,26,35,36,22,6
1594,Joshua Klein: A thought experiment on the intelligence of crows,Joshua Klein,2398373,303,642,1846,312,977,643,925,676,16,82,122,41,13,14,6
1595,Alisa Miller: How the news distorts our worldview,Alisa Miller,1888717,211,199,1219,363,567,340,135,100,167,94,46,194,26,24,16
1596,Mark Bittman: What's wrong with what we eat,Mark Bittman,3830672,537,1425,2217,110,1914,389,505,305,183,194,210,92,70,37,102
1597,Robert Ballard: The astonishing hidden world of the deep ocean,Robert Ballard,1281570,111,332,623,557,118,704,366,70,70,39,25,7,20,4,5
1598,Yves Behar: Designing objects that tell stories,Yves Behar,1109822,60,444,143,193,187,34,140,59,51,44,175,84,124,19,24
1599,Arthur Ganson: Moving sculpture,Arthur Ganson,672113,76,119,370,42,489,27,383,13,140,320,7,35,12,8,5
1600,Seyi Oyesola: A hospital tour in Nigeria,Seyi Oyesola,230569,49,27,66,19,70,6,30,14,24,37,7,13,16,5,19
1601,"Paul Collier: The ""bottom billion""",Paul Collier,990220,139,443,330,67,58,410,116,31,117,18,36,22,34,10,17
1602,"Susan Blackmore: Memes and ""temes""",Susan Blackmore,735638,358,197,48,652,136,248,253,313,405,121,68,186,89,118,45
1603,"Nathan Myhrvold: Archeology, animal photography, BBQ ...",Nathan Myhrvold,437132,57,81,273,170,22,157,70,27,9,45,116,31,10,23,23
1604,Wade Davis: The worldwide web of belief and ritual,Wade Davis,984223,174,512,43,142,256,448,153,315,101,51,90,43,61,25,2
1605,Murray Gell-Mann: The ancestor of language,Murray Gell-Mann,785293,76,78,28,104,6,30,12,65,131,18,18,12,11,7,13
1606,George Dyson: The birth of the computer,George Dyson,838799,85,411,319,131,67,41,28,31,41,38,100,55,10,10,8
1607,Chris Jordan: Turning powerful stats into art,Chris Jordan,1520108,218,73,123,307,13,764,703,831,509,565,389,108,232,75,11
1608,Dean Ornish: Your genes are not your fate,Dean Ornish,1384333,102,571,257,225,248,44,65,81,20,39,22,13,2,1,11
1609,Robert Full: Robots inspired by cockroach ingenuity,Robert Full,799797,83,221,255,495,276,49,265,82,11,47,28,9,4,4,3
1610,Adam Grosser: A mobile fridge for vaccines,Adam Grosser,857181,131,682,211,224,118,163,15,62,51,17,10,13,21,3,0
1611,Steven Levitt: Surprising stats about child carseats,Steven Levitt,749952,119,66,112,208,307,86,23,16,11,64,80,24,57,27,7
1612,Benjamin Zander: The transformative power of classical music,Benjamin Zander,9315483,638,5967,1960,8108,2736,639,1303,1291,396,900,143,47,36,37,28
1613,"Nicholas Negroponte: One Laptop per Child, two years on",Nicholas Negroponte,398643,43,89,80,171,21,28,50,25,11,19,55,10,4,7,3
1614,"Nellie McKay: ""Clonie""",Nellie McKay,680591,42,104,134,370,27,51,19,32,12,20,26,14,5,3,1
1615,"Sxip Shirey + Rachelle Garniez: A performance with breath, music, passion",Sxip Shirey + Rachelle Garniez,217663,50,44,41,36,21,57,20,38,62,97,54,19,13,2,0
1616,Peter Diamandis: Stephen Hawking's zero g flight,Peter Diamandis,497899,38,121,216,77,40,68,11,2,264,13,18,45,12,0,0
1617,Rick Smolan: The story of a girl,Rick Smolan,1123955,197,344,817,157,650,386,14,22,24,37,11,12,24,23,9
1618,"Raul Midon: ""Peace on Earth""",Raul Midon,327542,49,150,243,27,48,8,18,16,8,65,5,4,3,0,0
1619,Corneille Ewango: A hero of the Congo forest,Corneille Ewango,368974,41,136,175,9,4,23,20,50,2,8,21,42,6,3,0
1620,Torsten Reil: Animate characters by evolving them,Torsten Reil,325148,43,11,18,14,150,64,79,179,44,32,6,42,5,0,0
1621,David Hoffman: What happens when you lose everything,David Hoffman,920941,166,36,65,250,224,53,112,205,36,91,23,29,39,15,6
1622,Clay Shirky: Institutions vs. collaboration,Clay Shirky,1097533,64,373,355,514,249,136,88,43,20,31,27,47,5,22,20
1623,"Nellie McKay: ""Mother of Pearl,"" ""If I Had You""",Nellie McKay,1013879,59,79,20,54,383,476,95,48,60,53,7,7,26,8,3
1624,Freeman Dyson: Let's look for life in the outer solar system,Freeman Dyson,895199,87,221,38,46,109,83,252,52,70,112,115,50,82,23,18
1625,Helen Fisher: The brain in love,Helen Fisher,4883112,229,347,1063,1157,639,202,253,144,154,35,131,499,92,50,55
1626,Billy Graham: On technology and faith,Billy Graham,1532675,791,470,356,71,122,109,1090,294,158,420,411,148,163,25,56
1627,AJ Jacobs: My year of living biblically,AJ Jacobs,2291701,583,531,345,376,936,219,130,422,250,150,116,105,50,52,45
1628,Keith Barry: Brain magic,Keith Barry,13327101,669,273,3715,803,206,2555,267,1819,336,252,505,161,137,208,79
1629,Martin Seligman: The new era of positive psychology,Martin Seligman,4190393,224,609,1244,708,1094,24,173,202,60,96,166,34,89,75,120
1630,Marisa Fick-Jordan: The wonder of Zulu wire art,Marisa Fick-Jordan,294961,15,81,23,38,32,54,18,10,11,3,9,3,2,0,0
1631,Chris Abani: On humanity,Chris Abani,843859,137,491,591,135,672,127,126,45,40,44,5,11,16,19,8
1632,Louise Leakey: A dig for humanity's origins,Louise Leakey,656400,70,55,75,206,109,285,28,16,22,30,86,44,24,10,16
1633,Jonathan Harris: The web as art,Jonathan Harris,855052,79,260,321,146,336,47,55,55,8,39,21,15,21,24,9
1634,Reed Kroloff: A tour of modern architecture,Reed Kroloff,282994,36,48,71,18,33,25,22,33,13,43,38,37,48,12,8
1635,"Kevin Kelly: The next 5,000 days of the web",Kevin Kelly,1358292,233,188,199,543,171,653,356,218,97,119,29,65,31,44,35
1636,Kwabena Boahen: A computer that works like the brain,Kwabena Boahen,580298,93,27,256,54,147,211,113,31,19,102,40,15,43,10,26
1637,Robert Lang: The math and magic of origami,Robert Lang,2161846,66,401,411,747,362,536,329,89,7,48,55,6,3,22,1
1638,Bruno Bowden + Rufus Cappadocia: Blindfold origami and cello,Bruno Bowden + Rufus Cappadocia,375734,16,53,25,69,73,85,10,67,11,10,41,8,4,5,0
1639,Patricia Burchat: Shedding light on dark matter,Patricia Burchat,1410164,272,951,927,165,139,182,73,66,18,26,104,19,14,22,10
1640,Spencer Wells: A family tree for humanity,Spencer Wells,665947,90,468,82,480,26,150,38,94,36,99,20,20,18,18,10
1641,David Griffin: How photography connects us,David Griffin,1056435,80,26,15,500,408,487,189,126,120,40,73,84,19,26,4
1642,Lennart Green: Close-up card magic with a twist,Lennart Green,4204848,109,799,1552,1583,399,90,69,19,46,59,80,52,14,13,34
1643,Ian Dunbar: Dog-friendly dog training,Ian Dunbar,1002304,134,78,266,28,581,321,392,63,74,34,134,31,31,25,12
1644,"Nellie McKay: ""The Dog Song""",Nellie McKay,679711,45,255,315,83,103,27,36,56,14,23,48,4,10,5,6
1645,"John Q. Walker: Great piano performances, recreated",John Q. Walker,329964,55,38,36,92,65,53,35,18,22,17,12,19,6,9,4
1646,Sugata Mitra: Kids can teach themselves,Sugata Mitra,1486853,174,620,35,18,258,98,461,435,137,255,81,102,29,53,8
1647,Ory Okolloh: How I became an activist,Ory Okolloh,321896,92,68,231,99,46,8,15,37,51,6,47,12,7,13,8
1648,"Einstein the Parrot: A talking, squawking parrot",Einstein the Parrot,2350678,99,1193,149,430,13,296,97,300,29,16,19,21,106,13,20
1649,"Paul Rothemund: DNA folding, in detail",Paul Rothemund,501256,54,46,140,239,70,172,147,22,19,14,7,13,7,17,8
1650,Peter Diamandis: Our next giant leap,Peter Diamandis,504508,91,73,216,75,29,125,70,14,26,26,105,15,15,0,0
1651,"Peter Hirshberg: The web is more than ""better TV""",Peter Hirshberg,250722,62,24,27,60,6,154,25,18,17,47,30,22,7,7,1
1652,Jonathan Drori: What we think we know,Jonathan Drori,1032549,151,228,92,215,466,260,225,193,48,118,51,35,39,27,20
1653,Jane Goodall: How humans and animals can live together,Jane Goodall,556147,62,152,143,161,20,98,42,381,14,81,10,36,16,11,18
1654,Irwin Redlener: How to survive a nuclear attack,Irwin Redlener,657688,85,393,42,99,99,135,65,22,32,8,59,23,18,3,10
1655,Brewster Kahle: A free digital library,Brewster Kahle,445781,56,71,179,197,73,102,60,10,39,43,25,26,10,9,2
1656,David Gallo: Life in the deep oceans,David Gallo,996736,66,155,625,34,13,342,334,25,257,21,48,7,30,5,3
1657,"Carmen Agra Deedy: Once upon a time, my mother ...",Carmen Agra Deedy,672797,68,84,481,35,24,26,273,31,61,71,130,90,15,63,8
1658,Keith Bellows: The camel's hump,Keith Bellows,185275,12,68,50,49,57,38,67,2,32,5,7,3,17,0,0
1659,Ann Cooper: What's wrong with school lunches,Ann Cooper,1137771,219,416,404,108,314,50,57,200,94,163,59,24,40,20,13
1660,Jonathan Haidt: The moral roots of liberals and conservatives,Jonathan Haidt,2724208,838,493,1666,1579,1451,169,1788,199,274,315,399,70,89,218,233
1661,Eve Ensler: What security means to me,Eve Ensler,1074170,97,431,11,101,293,123,40,54,151,49,27,50,18,100,30
1662,David S. Rose: How to pitch to a VC,David S. Rose,1008394,102,496,66,27,212,47,71,144,28,23,30,15,13,8,3
1663,Marvin Minsky: Health and the human mind,Marvin Minsky,513090,45,55,89,111,54,71,105,62,24,27,63,33,17,10,5
1664,Philip Zimbardo: The psychology of evil,Philip Zimbardo,5842377,383,785,1599,1296,52,85,904,1288,738,136,128,51,217,52,50
1665,Laura Trice: Remember to say thank you,Laura Trice,1714168,166,364,542,161,145,766,18,110,79,211,12,15,22,45,50
1666,"Caleb Chung: Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,417769,39,95,151,102,137,59,30,71,48,73,10,25,6,28,19
1667,Steven Pinker: Human nature and the blank slate,Steven Pinker,1044038,218,284,467,86,21,42,52,21,344,66,146,84,116,34,20
1668,Rodney Brooks: Robots will invade our lives,Rodney Brooks,602024,81,52,79,169,30,78,77,160,73,26,26,10,10,12,9
1669,Stefan Sagmeister: Things I've learned in my life so far,Stefan Sagmeister,724833,41,211,147,80,19,25,100,24,87,10,90,14,18,12,16
1670,Noah Feldman: Politics and religion are technologies,Noah Feldman,385647,172,122,117,72,118,23,140,59,268,79,92,46,13,8,0
1671,Liz Diller: The Blur Building and other tech-empowered architecture,Liz Diller,583322,53,98,65,19,105,67,71,120,70,46,33,12,101,21,12
1672,James Nachtwey: Moving photos of extreme drug-resistant TB,James Nachtwey,421212,33,102,88,78,62,13,73,7,21,5,16,6,0,0,0
1673,David Perry: Are games better than life?,David Perry,1084634,180,271,102,229,56,87,158,125,72,119,72,63,32,99,27
1674,Doris Kearns Goodwin: Lessons from past presidents,Doris Kearns Goodwin,522550,53,317,168,481,239,37,25,33,30,6,9,24,249,38,3
1675,Steven Johnson: The Web as a city,Steven Johnson,344618,15,41,114,55,37,24,52,16,31,21,8,21,4,1,4
1676,James Burchfield: Playing invisible turntables,James Burchfield,794615,93,316,175,64,156,244,200,57,71,65,54,26,17,8,4
1677,Garrett Lisi: An 8-dimensional model of the universe,Garrett Lisi,1491698,278,85,376,879,597,321,295,68,381,297,103,90,96,52,21
1678,Paola Antonelli: Design and the Elastic Mind,Paola Antonelli,313572,23,32,62,91,54,106,18,69,145,13,17,23,48,34,21
1679,Virginia Postrel: On glamour,Virginia Postrel,379382,43,88,69,171,28,86,52,62,98,39,7,23,27,8,31
1680,Dean Ornish: Healing through diet,Dean Ornish,1110781,120,425,76,587,13,423,167,46,49,46,27,36,23,14,0
1681,"John Hodgman: Aliens, love -- where are they?",John Hodgman,1935213,111,171,1795,495,283,81,71,170,226,65,27,106,46,36,33
1682,Paul MacCready: Nature vs. humans,Paul MacCready,197139,29,47,54,52,26,58,19,5,6,17,19,29,2,0,0
1683,"Mihaly Csikszentmihalyi: Flow, the secret to happiness",Mihaly Csikszentmihalyi,4016531,243,927,1079,1110,218,261,72,163,271,55,62,110,113,23,6
1684,Kristen Ashburn: The face of AIDS in Africa,Kristen Ashburn,352285,40,62,47,88,65,111,33,28,42,4,8,5,1,0,0
1685,Jared Diamond: Why do societies collapse?,Jared Diamond,1636425,212,503,164,231,79,729,17,299,83,143,40,104,32,54,28
1686,Rives: A story of mixed emoticons,Rives,1594241,87,630,211,56,194,86,132,47,258,32,36,23,11,98,10
1687,Zach Kaplan + Keith Schacht: Toys and materials from the future,Zach Kaplan + Keith Schacht,411647,41,15,205,90,142,47,107,178,87,60,55,56,19,9,8
1688,Newton Aduaka: The story of Ezra,Newton Aduaka,330238,37,137,68,68,40,12,17,40,33,47,7,9,3,0,0
1689,Jackie Tabick: The balancing act of compassion,Jackie Tabick,176245,76,14,30,45,11,21,28,13,20,7,7,8,3,2,0
1690,Dayananda Saraswati: The profound journey of compassion,Dayananda Saraswati,273396,99,369,105,85,9,20,23,21,7,68,169,4,30,38,32
1691,James Forbes: Compassion at the dinner table,James Forbes,204410,30,73,47,12,6,12,3,15,15,6,13,5,2,1,3
1692,"Feisal Abdul Rauf: Lose your ego, find your compassion",Feisal Abdul Rauf,433202,152,35,27,40,182,274,24,56,16,64,12,56,8,38,0
1693,Robert Thurman: Expanding your circle of compassion,Robert Thurman,304800,46,148,23,20,9,11,35,60,26,12,6,27,14,18,8
1694,Robert Wright: The evolution of compassion,Robert Wright,236002,82,32,20,88,42,64,8,57,4,7,27,11,15,8,13
1695,Graham Hawkes: A flight through the ocean,Graham Hawkes,375491,30,34,85,17,78,66,64,98,24,45,41,53,17,14,11
